ZoonosesDic-id	lexicalCue	lexicalCue_jpn	exactID	synonymID	lexicalTextAE-span	Registered	LastUpdated
ZoonosesDic-id_577	loss of sense of smell	嗅覚の喪失	MESH:D000086582		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/794-816	2021-09-26	
ZoonosesDic-id_578	loss of sense of	（感覚の）喪失	MESH:D000370		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/794-810	2021-09-26	
ZoonosesDic-id_579	taste	味覚	MESH:D000370		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/820-825	2021-09-26	
ZoonosesDic-id_580	stroke	脳卒中	MESH:D020521		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/831-837	2021-09-26	
ZoonosesDic-id_581	depressed level of consciousness	意識レベルの低下	MESH:D003244		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1019-1051	2021-09-26	
ZoonosesDic-id_582	increased	増加			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1150-1159	2021-09-26	
ZoonosesDic-id_583	severely	著しく			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1178-1186	2021-09-26	
ZoonosesDic-id_584	neurologic symptoms	神経症状			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1278-1297	2021-09-26	
ZoonosesDic-id_585	522	522			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32610873/spans/1378-1381	2021-09-26	
ZoonosesDic-id_586	Jaipur	ジャイプール（インド）		MESH:D007194	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32610873/spans/1457-1463	2021-09-26	
ZoonosesDic-id_587	penetrates	突き刺さる		MESH:D053585	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1568-1578	2021-09-26	
ZoonosesDic-id_588	angiotensin-converting enzyme-2 receptor	アンジオテンシン変換酵素2	Gene:59272		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1589-1629	2021-09-26	
ZoonosesDic-id_589	ACE-2	ACE-2	Gene:59272		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1631-1636	2021-09-26	
ZoonosesDic-id_590	severe acute respiratory syndrome coronavirus	SARSコロナウイルス	Tax:694009		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1664-1709	2021-09-26	
ZoonosesDic-id_591	SARS CoV	SARS CoV	Tax:694009		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/1711-1719	2021-09-26	
ZoonosesDic-id_592	respiratory symptoms	呼吸器症状	MESH:D012818		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/2393-2413	2021-09-26	
ZoonosesDic-id_593	aged	歳			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/2424-2428	2021-09-26	
ZoonosesDic-id_594	60	60			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/2429-2431	2021-09-26	
ZoonosesDic-id_595	and older	以上			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/2438-2447	2021-09-26	
ZoonosesDic-id_596	AD	アルツハイマー病	MESH:D000544		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5608-5610	2021-09-26	
ZoonosesDic-id_597	less	しにくい			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5615-5619	2021-09-26	
ZoonosesDic-id_598	hand hygiene	手指衛生	MESH:D063373		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5633-5645	2021-09-26	
ZoonosesDic-id_599	susceptible	感染しやすい		MESH:D012327	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5669-5680	2021-09-26	
ZoonosesDic-id_600	lockdown	都市封鎖（ロックダウン）			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/4262-4270	2021-09-26	
ZoonosesDic-id_601	depression	うつ病	MESH:D000275		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/4293-4303	2021-09-26	
ZoonosesDic-id_602	caregivers	介護者	Tax:9606		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/4331-4341	2021-09-26	
ZoonosesDic-id_603	Alzheimer's	アルツハイマー病	MESH:D000544		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32442082/spans/5875-5886	2021-09-26	
ZoonosesDic-id_604	over-reactivity	過剰反応			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/588-603	2021-09-26	
ZoonosesDic-id_605	RAS	レニン-アンジオテンシン系	MESH:D012084		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/608-611	2021-09-26	
ZoonosesDic-id_606	hypovitaminosis D	ビタミンD欠乏症	MESH:D014808		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/627-644	2021-09-26	
ZoonosesDic-id_607	renal	腎臓	MESH:D007668		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/692-697	2021-09-26	
ZoonosesDic-id_608	cardiac	心臓		MESH:D002319	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/699-706	2021-09-26	
ZoonosesDic-id_609	vascular	血管		MESH:D002319	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/708-716	2021-09-26	
ZoonosesDic-id_610	immune	免疫		MESH:D007109	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/721-727	2021-09-26	
ZoonosesDic-id_611	cytokine storm	サイトカインストーム	MESH:D000080424		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/796-810	2021-09-26	
ZoonosesDic-id_612	lethal	致死的			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/936-942	2021-09-26	
ZoonosesDic-id_613	acute respiratory distress syndrome	急性呼吸窮迫症候群（急性呼吸促迫症候群）	MESH:D012128		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/943-978	2021-09-26	
ZoonosesDic-id_614	interfere	干渉する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1071-1080	2021-09-26	
ZoonosesDic-id_615	interacting	相互作用		MESH:D053585	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1101-1112	2021-09-26	
ZoonosesDic-id_616	spike (S) glycoprotein	スパイク（S）タンパク質	Gene:43740568		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1122-1144	2021-09-26	
ZoonosesDic-id_617	ACE2	アンジオテンシン変換酵素2	Gene:59272		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1205-1209	2021-09-26	
ZoonosesDic-id_618	expressed	発現する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1236-1245	2021-09-26	
ZoonosesDic-id_619	blood vessels	血管	MESH:D001808		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1286-1299	2021-09-26	
ZoonosesDic-id_620	lung	肺	MESH:D008168		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1301-1305	2021-09-26	
ZoonosesDic-id_621	kidney	腎臓	MESH:D007668		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1307-1313	2021-09-26	
ZoonosesDic-id_622	renal tubules	腎尿細管		MESH:D007684	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1315-1328	2021-09-26	
ZoonosesDic-id_623	intestine	腸	MESH:D007422		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1331-1340	2021-09-26	
ZoonosesDic-id_624	heart	心臓	MESH:D006321		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1346-1351	2021-09-26	
ZoonosesDic-id_625	cerebral	脳	MESH:D001921		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1367-1375	2021-09-26	
ZoonosesDic-id_626	neurons	ニューロン	MESH:D009474		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1376-1383	2021-09-26	
ZoonosesDic-id_627	immune monocytes	免疫系単球	MESH:D009000		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1388-1404	2021-09-26	
ZoonosesDic-id_628	immune	免疫系（マクロファージ）			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1388-1394	2021-09-26	
ZoonosesDic-id_629	macrophages	（免疫系）マクロファージ			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1405-1416	2021-09-26	
ZoonosesDic-id_630	atherosclerosis	アテローム性動脈硬化症	MESH:D050197		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1517-1532	2021-09-26	
ZoonosesDic-id_631	thrombosis	血栓症	MESH:D013927		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1534-1544	2021-09-26	
ZoonosesDic-id_632	coagulopathy	凝固障害	MESH:D001778		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1546-1558	2021-09-26	
ZoonosesDic-id_633	glaucoma	緑内障	MESH:D005901		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1571-1579	2021-09-26	
ZoonosesDic-id_634	anosmia	無嗅覚症	MESH:D000857		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1581-1588	2021-09-26	
ZoonosesDic-id_635	ageusia	味覚消失	MESH:D000370		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1590-1597	2021-09-26	
ZoonosesDic-id_636	skin lesions	皮膚病変	MESH:D012871		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1599-1611	2021-09-26	
ZoonosesDic-id_637	dermatitis	皮膚炎	MESH:D003872		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1613-1623	2021-09-26	
ZoonosesDic-id_638	autoimmune inflammation of the central nervous system	中枢神経系の自己免疫性炎症	MESH:D020278		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1626-1679	2021-09-26	
ZoonosesDic-id_639	damages	損傷			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1685-1692	2021-09-26	
ZoonosesDic-id_640	testicle	睾丸	MESH:D013737		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/1748-1756	2021-09-26	
ZoonosesDic-id_641	proposed molecules	提案されている分子			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5122-5140	2021-09-26	
ZoonosesDic-id_642	ACE inhibitors	ACE阻害薬			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5154-5168	2021-09-26	
ZoonosesDic-id_643	production	産生			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5185-5195	2021-09-26	
ZoonosesDic-id_644	Angiotensin II	アンジオテンシンII	MESH:D000804		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5199-5213	2021-09-26	
ZoonosesDic-id_645	Angiotensin I	アンジオテンシンI	MESH:D000803		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5219-5232	2021-09-26	
ZoonosesDic-id_646	blockers	遮断薬			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5239-5247	2021-09-26	
ZoonosesDic-id_647	antagonists	拮抗薬			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5248-5259	2021-09-26	
ZoonosesDic-id_648	AT1R	AT1R	Gene:185		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5263-5267	2021-09-26	
ZoonosesDic-id_649	Losartan	ロサルタン			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5276-5284	2021-09-26	
ZoonosesDic-id_650	Losartan	ロサルタン（誘導体）	MESH:D019808		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5276-5284	2021-09-26	
ZoonosesDic-id_651	derivatives	（ロサルタン）誘導体			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5289-5300	2021-09-26	
ZoonosesDic-id_652	Recombinant	組換え	MESH:D011994		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5302-5313	2021-09-26	
ZoonosesDic-id_653	competitive	競合的			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5397-5408	2021-09-26	
ZoonosesDic-id_654	binding	結合	MESH:D011485		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5409-5416	2021-09-26	
ZoonosesDic-id_655	peptide drugs	ペプチド薬			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5510-5523	2021-09-26	
ZoonosesDic-id_656	counter-regulatory	逆調節			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5544-5562	2021-09-26	
ZoonosesDic-id_657	Angiotensin 1-7	アンジオテンシン1-7	MESH:C118790		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5574-5589	2021-09-26	
ZoonosesDic-id_658	Angiotensin 1-9	アンジオテンシン1-9	MESH:C506331		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5591-5606	2021-09-26	
ZoonosesDic-id_659	Alamandine	アラマンジン	MESH:C581752		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5608-5618	2021-09-26	
ZoonosesDic-id_660	Angiotensin A	アンジオテンシンA	MESH:C516880		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5620-5633	2021-09-26	
ZoonosesDic-id_661	Angiotensin IV	アンジオテンシンIV	MESH:C022929		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32418532/spans/5641-5655	2021-09-26	
ZoonosesDic-id_662	February 11	（2020年）2月11日		2020	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/206-217	2021-09-26	
ZoonosesDic-id_663	WHO	WHO	MESH:D014944		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/250-253	2021-09-26	
ZoonosesDic-id_664	new illness	新しい病気			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/282-293	2021-09-26	
ZoonosesDic-id_665	respiratory illness	呼吸器疾患	MESH:D012120		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/542-561	2021-09-26	
ZoonosesDic-id_666	symptoms	症状			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/600-608	2021-09-26	
ZoonosesDic-id_667	central nervous system	中枢神経系	MESH:D002490		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/626-648	2021-09-26	
ZoonosesDic-id_668	nervous system	神経系	MESH:D017933		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/634-648	2021-09-26	
ZoonosesDic-id_669	CNS	中枢神経系（CNS）	MESH:D002490		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/650-653	2021-09-26	
ZoonosesDic-id_670	March 11	（2020年）3月11日		2020	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/329-337	2021-09-26	
ZoonosesDic-id_671	use	（感染に）利用する		MESH:D054884	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1005-1008	2021-09-26	
ZoonosesDic-id_672	TMPRSS2	TMPRSS2	Gene:7113		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1049-1056	2021-09-26	
ZoonosesDic-id_673	Cathepsin L	Cathepsin L	Gene:1514		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1062-1073	2021-09-26	
ZoonosesDic-id_674	under consideration	検討中			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1101-1120	2021-09-26	
ZoonosesDic-id_675	BASIGIN	BASIGIN	Gene:682		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1131-1138	2021-09-26	
ZoonosesDic-id_676	infect	感染する		MESH:D012327	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33412255/spans/1143-1149	2021-09-26	
ZoonosesDic-id_677	Activation	活性化			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/889-899	2021-09-26	
ZoonosesDic-id_678	coronavirus-19	coronavirus-19	Tax:2697049		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/918-932	2021-09-26	
ZoonosesDic-id_679	pro-inflammatory	炎症促進性の		MESH:D007249	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/957-973	2021-09-26	
ZoonosesDic-id_680	cytokines	サイトカイン	MESH:D016207		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/974-983	2021-09-26	
ZoonosesDic-id_681	metalloproteinases	メタロプロテイナーゼ	MESH:D045726		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/985-1003	2021-09-26	
ZoonosesDic-id_682	proteolytic enzymes	タンパク質分解酵素	MESH:D010447		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1014-1033	2021-09-26	
ZoonosesDic-id_683	thrombi formation	血栓性		MESH:D013927	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1049-1066	2021-09-26	
ZoonosesDic-id_684	respiratory dysfunction	呼吸器症状	MESH:D012131		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1078-1101	2021-09-26	
ZoonosesDic-id_685	seriously ill	重篤			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1127-1140	2021-09-26	
ZoonosesDic-id_686	hospitalized in intensive care	集中治療室に入院		MESH:D007362	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1145-1175	2021-09-26	
ZoonosesDic-id_687	systemic	全身性			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1185-1193	2021-09-26	
ZoonosesDic-id_688	intravascular coagulopathy	血管内凝固障害	MESH:D004211		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1208-1234	2021-09-26	
ZoonosesDic-id_689	high risk	ハイリスク			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1240-1249	2021-09-26	
ZoonosesDic-id_690	thrombotic	血栓性	MESH:D013927		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1253-1263	2021-09-26	
ZoonosesDic-id_691	complications	合併症			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1264-1277	2021-09-26	
ZoonosesDic-id_692	venous thromboembolism	静脈血栓塞栓症	MESH:D054556		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1283-1305	2021-09-26	
ZoonosesDic-id_693	IL-1	インターロイキン-1（IL-1）	Gene:3552		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1334-1338	2021-09-26	
ZoonosesDic-id_694	these patients	患者	Tax:9606		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1343-1357	2021-09-26	
ZoonosesDic-id_695	increase	増加			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1424-1432	2021-09-26	
ZoonosesDic-id_696	degradation products	分解産物			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1440-1460	2021-09-26	
ZoonosesDic-id_697	fibrin	フィブリン	MESH:D005337		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1464-1470	2021-09-26	
ZoonosesDic-id_698	fibrinogen	フィブリノーゲン	MESH:D005340		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1472-1482	2021-09-26	
ZoonosesDic-id_699	D-dimer	D-ダイマー	MESH:C036309		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1487-1494	2021-09-26	
ZoonosesDic-id_700	lesions	病変		MESH:Q000503	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/1507-1514	2021-09-26	
ZoonosesDic-id_701	thrombogenesis	血栓形成		MESH:D013927	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3540-3554	2021-09-26	
ZoonosesDic-id_702	platelet	血小板（凝集）	MESH:D010974		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3588-3596	2021-09-26	
ZoonosesDic-id_703	cell aggregation	細胞凝集	MESH:D002449		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3601-3617	2021-09-26	
ZoonosesDic-id_704	aggregation	（血小板）凝集	MESH:D010974		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3606-3617	2021-09-26	
ZoonosesDic-id_705	clotting abnormalities	凝固異常		MESH:D001777	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3623-3645	2021-09-26	
ZoonosesDic-id_706	anti-clotting inhibitor agents	抗凝固阻害剤			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3651-3681	2021-09-26	
ZoonosesDic-id_707	thrombotic diseases	血栓性疾患	MESH:D013927		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/3724-3743	2021-09-26	
ZoonosesDic-id_708	innate immune cells	自然免疫細胞			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4186-4205	2021-09-26	
ZoonosesDic-id_709	producing	産生する			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4206-4215	2021-09-26	
ZoonosesDic-id_710	IL-1 receptor antagonist	IL-1レセプターアンタゴニスト	Gene:3557		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4226-4250	2021-09-26	
ZoonosesDic-id_711	IL-1Ra	IL-1Ra	Gene:3557		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4252-4258	2021-09-26	
ZoonosesDic-id_712	avoid	避ける			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4264-4269	2021-09-26	
ZoonosesDic-id_713	hemodynamic changes	血行動態変化		MESH:D006439	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4270-4289	2021-09-26	
ZoonosesDic-id_714	septic shock	敗血症性ショック	MESH:D012772		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4291-4303	2021-09-26	
ZoonosesDic-id_715	organ	臓器			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32744052/spans/4308-4313	2021-09-26	
ZoonosesDic-id_716	β-coronavirus	ベータコロナウイルス（属）	Tax:694002		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/211-224	2021-09-26	
ZoonosesDic-id_717	neurological symptoms	神経系疾患	MESH:D009461		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/419-440	2021-09-26	
ZoonosesDic-id_718	penetration	浸透		MESH:D007239	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/513-524	2021-09-26	
ZoonosesDic-id_719	Vaccine	ワクチン	MESH:D014612		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/8-15	2021-09-26	
ZoonosesDic-id_720	Non-Replicating	非複製			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/26-41	2021-09-26	
ZoonosesDic-id_721	Rabies Virus	狂犬病ウイルス	Tax:11292		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/42-54	2021-09-26	
ZoonosesDic-id_722	Chimeric	キメラ	MESH:D002678		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/66-74	2021-09-26	
ZoonosesDic-id_723	Spike	スパイク（タンパク質）	Gene:43740568		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/86-91	2021-09-26	
ZoonosesDic-id_724	Protein Domains	タンパク質ドメイン	MESH:D000072417		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/92-107	2021-09-26	
ZoonosesDic-id_725	Functional	結合		MESH:D053585	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/109-119	2021-09-26	
ZoonosesDic-id_726	Inhibition	阻害			https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/120-130	2021-09-26	
ZoonosesDic-id_727	Nicotinic Acetylcholine Receptor	ニコチン性アセチルコリン受容体（nAChRs）	MESH:D011978		https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32463026/spans/140-172	2021-09-26	
